Time,x-coordinate,y-coordinate,temperature
3,8.00E-03,1.00E-02,4.00E+02
7,-8.00E-03,-1.00E-02,3.99E+02
7,-6.00E-03,-1.00E-02,3.99E+02
7,-4.00E-03,-1.00E-02,3.99E+02
7,-2.00E-03,-1.00E-02,3.99E+02
7,0.00E+00,-1.00E-02,3.99E+02
7,2.00E-03,-1.00E-02,3.99E+02
7,4.00E-03,-1.00E-02,3.99E+02
7,6.00E-03,-1.00E-02,3.99E+02
7,8.00E-03,-1.00E-02,3.99E+02
7,-1.00E-02,-8.00E-03,3.99E+02
7,-8.00E-03,-8.00E-03,3.99E+02
7,-6.00E-03,-8.00E-03,3.99E+02
7,-4.00E-03,-8.00E-03,3.99E+02
7,-2.00E-03,-8.00E-03,3.99E+02
7,0.00E+00,-8.00E-03,3.99E+02
7,2.00E-03,-8.00E-03,3.99E+02
7,4.00E-03,-8.00E-03,3.99E+02
7,6.00E-03,-8.00E-03,3.99E+02
7,8.00E-03,-8.00E-03,3.99E+02
7,1.00E-02,-8.00E-03,3.99E+02
7,-1.00E-02,-6.00E-03,3.99E+02
7,-8.00E-03,-6.00E-03,3.99E+02
7,-6.00E-03,-6.00E-03,3.99E+02
7,-4.00E-03,-6.00E-03,3.99E+02
7,-2.00E-03,-6.00E-03,3.99E+02
7,0.00E+00,-6.00E-03,3.99E+02
7,2.00E-03,-6.00E-03,3.99E+02
7,4.00E-03,-6.00E-03,3.99E+02
7,6.00E-03,-6.00E-03,3.99E+02
7,8.00E-03,-6.00E-03,3.99E+02
7,1.00E-02,-6.00E-03,3.99E+02
7,-1.00E-02,-4.00E-03,3.99E+02
7,-8.00E-03,-4.00E-03,3.99E+02
7,-6.00E-03,-4.00E-03,3.99E+02
7,-4.00E-03,-4.00E-03,3.99E+02
7,-2.00E-03,-4.00E-03,3.99E+02
7,0.00E+00,-4.00E-03,3.99E+02
7,2.00E-03,-4.00E-03,3.99E+02
7,4.00E-03,-4.00E-03,3.99E+02
7,6.00E-03,-4.00E-03,3.99E+02
7,8.00E-03,-4.00E-03,3.99E+02
7,1.00E-02,-4.00E-03,3.99E+02
7,-1.00E-02,-2.00E-03,3.99E+02
7,-8.00E-03,-2.00E-03,3.99E+02
7,-6.00E-03,-2.00E-03,3.99E+02
7,-4.00E-03,-2.00E-03,3.99E+02
7,-2.00E-03,-2.00E-03,3.99E+02
7,0.00E+00,-2.00E-03,3.99E+02
7,2.00E-03,-2.00E-03,3.99E+02
7,4.00E-03,-2.00E-03,3.99E+02
7,6.00E-03,-2.00E-03,3.99E+02
7,8.00E-03,-2.00E-03,3.99E+02
7,1.00E-02,-2.00E-03,3.99E+02
7,-1.00E-02,0.00E+00,3.99E+02
7,-8.00E-03,0.00E+00,3.99E+02
7,-6.00E-03,0.00E+00,3.99E+02
7,-4.00E-03,0.00E+00,3.99E+02
7,-2.00E-03,0.00E+00,3.99E+02
7,0.00E+00,0.00E+00,3.99E+02
7,2.00E-03,0.00E+00,3.99E+02
7,4.00E-03,0.00E+00,3.99E+02
7,6.00E-03,0.00E+00,3.99E+02
7,8.00E-03,0.00E+00,3.99E+02
7,1.00E-02,0.00E+00,3.99E+02
7,-1.00E-02,2.00E-03,3.99E+02
7,-8.00E-03,2.00E-03,3.99E+02
7,-6.00E-03,2.00E-03,3.99E+02
7,-4.00E-03,2.00E-03,3.99E+02
7,-2.00E-03,2.00E-03,3.99E+02
7,0.00E+00,2.00E-03,3.99E+02
7,2.00E-03,2.00E-03,3.99E+02
7,4.00E-03,2.00E-03,3.99E+02
7,6.00E-03,2.00E-03,3.99E+02
7,8.00E-03,2.00E-03,3.99E+02
7,1.00E-02,2.00E-03,3.99E+02
7,-1.00E-02,4.00E-03,4.00E+02
7,-8.00E-03,4.00E-03,4.00E+02
7,-6.00E-03,4.00E-03,4.00E+02
7,-4.00E-03,4.00E-03,4.00E+02
7,-2.00E-03,4.00E-03,4.00E+02
7,0.00E+00,4.00E-03,4.00E+02
7,2.00E-03,4.00E-03,4.00E+02
7,4.00E-03,4.00E-03,4.00E+02
7,6.00E-03,4.00E-03,4.00E+02
7,8.00E-03,4.00E-03,4.00E+02
7,1.00E-02,4.00E-03,4.00E+02
7,-1.00E-02,6.00E-03,4.00E+02
7,-8.00E-03,6.00E-03,4.00E+02
7,-6.00E-03,6.00E-03,4.00E+02
7,-4.00E-03,6.00E-03,4.00E+02
7,-2.00E-03,6.00E-03,4.00E+02
7,0.00E+00,6.00E-03,4.00E+02
7,2.00E-03,6.00E-03,4.00E+02
7,4.00E-03,6.00E-03,4.00E+02
7,6.00E-03,6.00E-03,4.00E+02
7,8.00E-03,6.00E-03,4.00E+02
7,1.00E-02,6.00E-03,4.00E+02
7,-1.00E-02,8.00E-03,4.00E+02
7,-8.00E-03,8.00E-03,4.00E+02
7,-6.00E-03,8.00E-03,4.00E+02
7,-4.00E-03,8.00E-03,4.00E+02
7,-2.00E-03,8.00E-03,4.00E+02
7,0.00E+00,8.00E-03,4.00E+02
7,2.00E-03,8.00E-03,4.00E+02
7,4.00E-03,8.00E-03,4.00E+02
7,6.00E-03,8.00E-03,4.00E+02
7,8.00E-03,8.00E-03,4.00E+02
7,1.00E-02,8.00E-03,4.00E+02
7,-8.00E-03,1.00E-02,4.00E+02
7,-6.00E-03,1.00E-02,4.00E+02
7,-4.00E-03,1.00E-02,4.00E+02
7,-2.00E-03,1.00E-02,4.00E+02
7,0.00E+00,1.00E-02,4.00E+02
7,2.00E-03,1.00E-02,4.00E+02
7,4.00E-03,1.00E-02,4.00E+02
7,6.00E-03,1.00E-02,4.00E+02
7,8.00E-03,1.00E-02,4.00E+02
6,-8.00E-03,-1.00E-02,3.98E+02
6,-6.00E-03,-1.00E-02,3.98E+02
6,-4.00E-03,-1.00E-02,3.98E+02
6,-2.00E-03,-1.00E-02,3.98E+02
6,0.00E+00,-1.00E-02,3.98E+02
6,2.00E-03,-1.00E-02,3.98E+02
6,4.00E-03,-1.00E-02,3.98E+02
6,6.00E-03,-1.00E-02,3.98E+02
6,8.00E-03,-1.00E-02,3.98E+02
6,-1.00E-02,-8.00E-03,3.98E+02
6,-8.00E-03,-8.00E-03,3.98E+02
6,-6.00E-03,-8.00E-03,3.98E+02
6,-4.00E-03,-8.00E-03,3.98E+02
6,-2.00E-03,-8.00E-03,3.98E+02
6,0.00E+00,-8.00E-03,3.98E+02
6,2.00E-03,-8.00E-03,3.98E+02
6,4.00E-03,-8.00E-03,3.98E+02
6,6.00E-03,-8.00E-03,3.98E+02
6,8.00E-03,-8.00E-03,3.98E+02
6,1.00E-02,-8.00E-03,3.98E+02
6,-1.00E-02,-6.00E-03,3.98E+02
6,-8.00E-03,-6.00E-03,3.98E+02
6,-6.00E-03,-6.00E-03,3.98E+02
6,-4.00E-03,-6.00E-03,3.98E+02
6,-2.00E-03,-6.00E-03,3.98E+02
6,0.00E+00,-6.00E-03,3.98E+02
6,2.00E-03,-6.00E-03,3.98E+02
6,4.00E-03,-6.00E-03,3.98E+02
6,6.00E-03,-6.00E-03,3.98E+02
6,8.00E-03,-6.00E-03,3.98E+02
6,1.00E-02,-6.00E-03,3.98E+02
6,-1.00E-02,-4.00E-03,3.98E+02
6,-8.00E-03,-4.00E-03,3.98E+02
6,-6.00E-03,-4.00E-03,3.98E+02
6,-4.00E-03,-4.00E-03,3.98E+02
6,-2.00E-03,-4.00E-03,3.98E+02
6,0.00E+00,-4.00E-03,3.98E+02
6,2.00E-03,-4.00E-03,3.98E+02
6,4.00E-03,-4.00E-03,3.98E+02
6,6.00E-03,-4.00E-03,3.98E+02
6,8.00E-03,-4.00E-03,3.98E+02
6,1.00E-02,-4.00E-03,3.98E+02
6,-1.00E-02,-2.00E-03,3.99E+02
6,-8.00E-03,-2.00E-03,3.99E+02
6,-6.00E-03,-2.00E-03,3.99E+02
6,-4.00E-03,-2.00E-03,3.99E+02
6,-2.00E-03,-2.00E-03,3.99E+02
6,0.00E+00,-2.00E-03,3.99E+02
6,2.00E-03,-2.00E-03,3.99E+02
6,4.00E-03,-2.00E-03,3.99E+02
6,6.00E-03,-2.00E-03,3.99E+02
6,8.00E-03,-2.00E-03,3.99E+02
6,1.00E-02,-2.00E-03,3.99E+02
6,-1.00E-02,0.00E+00,3.99E+02
6,-8.00E-03,0.00E+00,3.99E+02
6,-6.00E-03,0.00E+00,3.99E+02
6,-4.00E-03,0.00E+00,3.99E+02
6,-2.00E-03,0.00E+00,3.99E+02
6,0.00E+00,0.00E+00,3.99E+02
6,2.00E-03,0.00E+00,3.99E+02
6,4.00E-03,0.00E+00,3.99E+02
6,6.00E-03,0.00E+00,3.99E+02
6,8.00E-03,0.00E+00,3.99E+02
6,1.00E-02,0.00E+00,3.99E+02
6,-1.00E-02,2.00E-03,3.99E+02
6,-8.00E-03,2.00E-03,3.99E+02
6,-6.00E-03,2.00E-03,3.99E+02
6,-4.00E-03,2.00E-03,3.99E+02
6,-2.00E-03,2.00E-03,3.99E+02
6,0.00E+00,2.00E-03,3.99E+02
6,2.00E-03,2.00E-03,3.99E+02
6,4.00E-03,2.00E-03,3.99E+02
6,6.00E-03,2.00E-03,3.99E+02
6,8.00E-03,2.00E-03,3.99E+02
6,1.00E-02,2.00E-03,3.99E+02
6,-1.00E-02,4.00E-03,3.99E+02
6,-8.00E-03,4.00E-03,3.99E+02
6,-6.00E-03,4.00E-03,3.99E+02
6,-4.00E-03,4.00E-03,3.99E+02
6,-2.00E-03,4.00E-03,3.99E+02
6,0.00E+00,4.00E-03,3.99E+02
6,2.00E-03,4.00E-03,3.99E+02
6,4.00E-03,4.00E-03,3.99E+02
6,6.00E-03,4.00E-03,3.99E+02
6,8.00E-03,4.00E-03,3.99E+02
6,1.00E-02,4.00E-03,3.99E+02
6,-1.00E-02,6.00E-03,3.99E+02
6,-8.00E-03,6.00E-03,3.99E+02
6,-6.00E-03,6.00E-03,3.99E+02
6,-4.00E-03,6.00E-03,3.99E+02
6,-2.00E-03,6.00E-03,3.99E+02
6,0.00E+00,6.00E-03,3.99E+02
6,2.00E-03,6.00E-03,3.99E+02
6,4.00E-03,6.00E-03,3.99E+02
6,6.00E-03,6.00E-03,3.99E+02
6,8.00E-03,6.00E-03,3.99E+02
6,1.00E-02,6.00E-03,3.99E+02
6,-1.00E-02,8.00E-03,4.00E+02
6,-8.00E-03,8.00E-03,4.00E+02
6,-6.00E-03,8.00E-03,4.00E+02
6,-4.00E-03,8.00E-03,4.00E+02
6,-2.00E-03,8.00E-03,4.00E+02
6,0.00E+00,8.00E-03,4.00E+02
6,2.00E-03,8.00E-03,4.00E+02
6,4.00E-03,8.00E-03,4.00E+02
6,6.00E-03,8.00E-03,4.00E+02
6,8.00E-03,8.00E-03,4.00E+02
6,1.00E-02,8.00E-03,4.00E+02
6,-8.00E-03,1.00E-02,4.00E+02
6,-6.00E-03,1.00E-02,4.00E+02
6,-4.00E-03,1.00E-02,4.00E+02
6,-2.00E-03,1.00E-02,4.00E+02
6,0.00E+00,1.00E-02,4.00E+02
6,2.00E-03,1.00E-02,4.00E+02
6,4.00E-03,1.00E-02,4.00E+02
6,6.00E-03,1.00E-02,4.00E+02
6,8.00E-03,1.00E-02,4.00E+02
5,-8.00E-03,-1.00E-02,3.96E+02
5,-6.00E-03,-1.00E-02,3.96E+02
5,-4.00E-03,-1.00E-02,3.96E+02
5,-2.00E-03,-1.00E-02,3.96E+02
5,0.00E+00,-1.00E-02,3.96E+02
5,2.00E-03,-1.00E-02,3.96E+02
5,4.00E-03,-1.00E-02,3.96E+02
5,6.00E-03,-1.00E-02,3.96E+02
5,8.00E-03,-1.00E-02,3.96E+02
5,-1.00E-02,-8.00E-03,3.96E+02
5,-8.00E-03,-8.00E-03,3.96E+02
5,-6.00E-03,-8.00E-03,3.96E+02
5,-4.00E-03,-8.00E-03,3.96E+02
5,-2.00E-03,-8.00E-03,3.96E+02
5,0.00E+00,-8.00E-03,3.96E+02
5,2.00E-03,-8.00E-03,3.96E+02
5,4.00E-03,-8.00E-03,3.96E+02
5,6.00E-03,-8.00E-03,3.96E+02
5,8.00E-03,-8.00E-03,3.96E+02
5,1.00E-02,-8.00E-03,3.96E+02
5,-1.00E-02,-6.00E-03,3.97E+02
5,-8.00E-03,-6.00E-03,3.97E+02
5,-6.00E-03,-6.00E-03,3.97E+02
5,-4.00E-03,-6.00E-03,3.97E+02
5,-2.00E-03,-6.00E-03,3.97E+02
5,0.00E+00,-6.00E-03,3.97E+02
5,2.00E-03,-6.00E-03,3.97E+02
5,4.00E-03,-6.00E-03,3.97E+02
5,6.00E-03,-6.00E-03,3.97E+02
5,8.00E-03,-6.00E-03,3.97E+02
5,1.00E-02,-6.00E-03,3.97E+02
5,-1.00E-02,-4.00E-03,3.97E+02
5,-8.00E-03,-4.00E-03,3.97E+02
5,-6.00E-03,-4.00E-03,3.97E+02
5,-4.00E-03,-4.00E-03,3.97E+02
5,-2.00E-03,-4.00E-03,3.97E+02
5,0.00E+00,-4.00E-03,3.97E+02
5,2.00E-03,-4.00E-03,3.97E+02
5,4.00E-03,-4.00E-03,3.97E+02
5,6.00E-03,-4.00E-03,3.97E+02
5,8.00E-03,-4.00E-03,3.97E+02
5,1.00E-02,-4.00E-03,3.97E+02
5,-1.00E-02,-2.00E-03,3.97E+02
5,-8.00E-03,-2.00E-03,3.97E+02
5,-6.00E-03,-2.00E-03,3.97E+02
5,-4.00E-03,-2.00E-03,3.97E+02
5,-2.00E-03,-2.00E-03,3.97E+02
5,0.00E+00,-2.00E-03,3.97E+02
5,2.00E-03,-2.00E-03,3.97E+02
5,4.00E-03,-2.00E-03,3.97E+02
5,6.00E-03,-2.00E-03,3.97E+02
5,8.00E-03,-2.00E-03,3.97E+02
5,1.00E-02,-2.00E-03,3.97E+02
5,-1.00E-02,0.00E+00,3.97E+02
5,-8.00E-03,0.00E+00,3.97E+02
5,-6.00E-03,0.00E+00,3.97E+02
5,-4.00E-03,0.00E+00,3.97E+02
5,-2.00E-03,0.00E+00,3.97E+02
5,0.00E+00,0.00E+00,3.97E+02
5,2.00E-03,0.00E+00,3.97E+02
5,4.00E-03,0.00E+00,3.97E+02
5,6.00E-03,0.00E+00,3.97E+02
5,8.00E-03,0.00E+00,3.97E+02
5,1.00E-02,0.00E+00,3.97E+02
5,-1.00E-02,2.00E-03,3.98E+02
5,-8.00E-03,2.00E-03,3.98E+02
5,-6.00E-03,2.00E-03,3.98E+02
5,-4.00E-03,2.00E-03,3.98E+02
5,-2.00E-03,2.00E-03,3.98E+02
5,0.00E+00,2.00E-03,3.98E+02
5,2.00E-03,2.00E-03,3.98E+02
5,4.00E-03,2.00E-03,3.98E+02
5,6.00E-03,2.00E-03,3.98E+02
5,8.00E-03,2.00E-03,3.98E+02
5,1.00E-02,2.00E-03,3.98E+02
5,-1.00E-02,4.00E-03,3.98E+02
5,-8.00E-03,4.00E-03,3.98E+02
5,-6.00E-03,4.00E-03,3.98E+02
5,-4.00E-03,4.00E-03,3.98E+02
5,-2.00E-03,4.00E-03,3.98E+02
5,0.00E+00,4.00E-03,3.98E+02
5,2.00E-03,4.00E-03,3.98E+02
5,4.00E-03,4.00E-03,3.98E+02
5,6.00E-03,4.00E-03,3.98E+02
5,8.00E-03,4.00E-03,3.98E+02
5,1.00E-02,4.00E-03,3.98E+02
5,-1.00E-02,6.00E-03,3.99E+02
5,-8.00E-03,6.00E-03,3.99E+02
5,-6.00E-03,6.00E-03,3.99E+02
5,-4.00E-03,6.00E-03,3.99E+02
5,-2.00E-03,6.00E-03,3.99E+02
5,0.00E+00,6.00E-03,3.99E+02
5,2.00E-03,6.00E-03,3.99E+02
5,4.00E-03,6.00E-03,3.99E+02
5,6.00E-03,6.00E-03,3.99E+02
5,8.00E-03,6.00E-03,3.99E+02
5,1.00E-02,6.00E-03,3.99E+02
5,-1.00E-02,8.00E-03,3.99E+02
5,-8.00E-03,8.00E-03,3.99E+02
5,-6.00E-03,8.00E-03,3.99E+02
5,-4.00E-03,8.00E-03,3.99E+02
5,-2.00E-03,8.00E-03,3.99E+02
5,0.00E+00,8.00E-03,3.99E+02
5,2.00E-03,8.00E-03,3.99E+02
5,4.00E-03,8.00E-03,3.99E+02
5,6.00E-03,8.00E-03,3.99E+02
5,8.00E-03,8.00E-03,3.99E+02
5,1.00E-02,8.00E-03,3.99E+02
5,-8.00E-03,1.00E-02,4.00E+02
5,-6.00E-03,1.00E-02,4.00E+02
5,-4.00E-03,1.00E-02,4.00E+02
5,-2.00E-03,1.00E-02,4.00E+02
5,0.00E+00,1.00E-02,4.00E+02
5,2.00E-03,1.00E-02,4.00E+02
5,4.00E-03,1.00E-02,4.00E+02
5,6.00E-03,1.00E-02,4.00E+02
5,8.00E-03,1.00E-02,4.00E+02
1,-8.00E-03,-1.00E-02,3.38E+02
1,-6.00E-03,-1.00E-02,3.38E+02
1,-4.00E-03,-1.00E-02,3.38E+02
1,-2.00E-03,-1.00E-02,3.38E+02
1,0.00E+00,-1.00E-02,3.38E+02
1,2.00E-03,-1.00E-02,3.38E+02
1,4.00E-03,-1.00E-02,3.38E+02
1,6.00E-03,-1.00E-02,3.38E+02
1,8.00E-03,-1.00E-02,3.38E+02
1,-1.00E-02,-8.00E-03,3.39E+02
1,-8.00E-03,-8.00E-03,3.39E+02
1,-6.00E-03,-8.00E-03,3.39E+02
1,-4.00E-03,-8.00E-03,3.39E+02
1,-2.00E-03,-8.00E-03,3.39E+02
1,0.00E+00,-8.00E-03,3.39E+02
1,2.00E-03,-8.00E-03,3.39E+02
1,4.00E-03,-8.00E-03,3.39E+02
1,6.00E-03,-8.00E-03,3.39E+02
1,8.00E-03,-8.00E-03,3.39E+02
1,1.00E-02,-8.00E-03,3.39E+02
1,-1.00E-02,-6.00E-03,3.41E+02
1,-8.00E-03,-6.00E-03,3.41E+02
1,-6.00E-03,-6.00E-03,3.41E+02
1,-4.00E-03,-6.00E-03,3.41E+02
1,-2.00E-03,-6.00E-03,3.41E+02
1,0.00E+00,-6.00E-03,3.41E+02
1,2.00E-03,-6.00E-03,3.41E+02
1,4.00E-03,-6.00E-03,3.41E+02
1,6.00E-03,-6.00E-03,3.41E+02
1,8.00E-03,-6.00E-03,3.41E+02
1,1.00E-02,-6.00E-03,3.41E+02
1,-1.00E-02,-4.00E-03,3.45E+02
1,-8.00E-03,-4.00E-03,3.45E+02
1,-6.00E-03,-4.00E-03,3.45E+02
1,-4.00E-03,-4.00E-03,3.45E+02
1,-2.00E-03,-4.00E-03,3.45E+02
1,0.00E+00,-4.00E-03,3.45E+02
1,2.00E-03,-4.00E-03,3.45E+02
1,4.00E-03,-4.00E-03,3.45E+02
1,6.00E-03,-4.00E-03,3.45E+02
1,8.00E-03,-4.00E-03,3.45E+02
1,1.00E-02,-4.00E-03,3.45E+02
1,-1.00E-02,-2.00E-03,3.50E+02
1,-8.00E-03,-2.00E-03,3.50E+02
1,-6.00E-03,-2.00E-03,3.50E+02
1,-4.00E-03,-2.00E-03,3.50E+02
1,-2.00E-03,-2.00E-03,3.50E+02
1,0.00E+00,-2.00E-03,3.50E+02
1,2.00E-03,-2.00E-03,3.50E+02
1,4.00E-03,-2.00E-03,3.50E+02
1,6.00E-03,-2.00E-03,3.50E+02
1,8.00E-03,-2.00E-03,3.50E+02
1,1.00E-02,-2.00E-03,3.50E+02
1,-1.00E-02,0.00E+00,3.56E+02
1,-8.00E-03,0.00E+00,3.56E+02
1,-6.00E-03,0.00E+00,3.56E+02
1,-4.00E-03,0.00E+00,3.56E+02
1,-2.00E-03,0.00E+00,3.56E+02
1,0.00E+00,0.00E+00,3.56E+02
1,2.00E-03,0.00E+00,3.56E+02
1,4.00E-03,0.00E+00,3.56E+02
1,6.00E-03,0.00E+00,3.56E+02
1,8.00E-03,0.00E+00,3.56E+02
1,1.00E-02,0.00E+00,3.56E+02
1,-1.00E-02,2.00E-03,3.63E+02
1,-8.00E-03,2.00E-03,3.63E+02
1,-6.00E-03,2.00E-03,3.63E+02
1,-4.00E-03,2.00E-03,3.63E+02
1,-2.00E-03,2.00E-03,3.63E+02
1,0.00E+00,2.00E-03,3.63E+02
1,2.00E-03,2.00E-03,3.63E+02
1,4.00E-03,2.00E-03,3.63E+02
1,6.00E-03,2.00E-03,3.63E+02
1,8.00E-03,2.00E-03,3.63E+02
1,1.00E-02,2.00E-03,3.63E+02
1,-1.00E-02,4.00E-03,3.72E+02
1,-8.00E-03,4.00E-03,3.72E+02
1,-6.00E-03,4.00E-03,3.72E+02
1,-4.00E-03,4.00E-03,3.72E+02
1,-2.00E-03,4.00E-03,3.72E+02
1,0.00E+00,4.00E-03,3.72E+02
1,2.00E-03,4.00E-03,3.72E+02
1,4.00E-03,4.00E-03,3.72E+02
1,6.00E-03,4.00E-03,3.72E+02
1,8.00E-03,4.00E-03,3.72E+02
1,1.00E-02,4.00E-03,3.72E+02
1,-1.00E-02,6.00E-03,3.81E+02
1,-8.00E-03,6.00E-03,3.81E+02
1,-6.00E-03,6.00E-03,3.81E+02
1,-4.00E-03,6.00E-03,3.81E+02
1,-2.00E-03,6.00E-03,3.81E+02
1,0.00E+00,6.00E-03,3.81E+02
1,2.00E-03,6.00E-03,3.81E+02
1,4.00E-03,6.00E-03,3.81E+02
1,6.00E-03,6.00E-03,3.81E+02
1,8.00E-03,6.00E-03,3.81E+02
1,1.00E-02,6.00E-03,3.81E+02
1,-1.00E-02,8.00E-03,3.90E+02
1,-8.00E-03,8.00E-03,3.90E+02
1,-6.00E-03,8.00E-03,3.90E+02
1,-4.00E-03,8.00E-03,3.90E+02
1,-2.00E-03,8.00E-03,3.90E+02
1,0.00E+00,8.00E-03,3.90E+02
1,2.00E-03,8.00E-03,3.90E+02
1,4.00E-03,8.00E-03,3.90E+02
1,6.00E-03,8.00E-03,3.90E+02
1,8.00E-03,8.00E-03,3.90E+02
1,1.00E-02,8.00E-03,3.90E+02
1,-8.00E-03,1.00E-02,4.00E+02
1,-6.00E-03,1.00E-02,4.00E+02
1,-4.00E-03,1.00E-02,4.00E+02
1,-2.00E-03,1.00E-02,4.00E+02
1,0.00E+00,1.00E-02,4.00E+02
1,2.00E-03,1.00E-02,4.00E+02
1,4.00E-03,1.00E-02,4.00E+02
1,6.00E-03,1.00E-02,4.00E+02
1,8.00E-03,1.00E-02,4.00E+02
